is fully prepared and completed all the topics in the syllabus in detail,encourages participation and discussion in the class,"uses modern teaching aids/gadgets (animation, video, simulation, others) in the class and shares handouts/references/PPT/web-resources/others",relates the course content with the real-world scenarios (applications) that helped to improve my interest and understanding of the subject,inspires me by his/her competency in teaching- learning knowledge (how to teach a subject) by making the class most interesting,communicate the desired knowledge to me by knowing my expectations by adopting learner centric education,is dedicated for teaching and punctual in the class,is a role model and life-long mentor for me,"sets an effective question paper in the examination using the standard principles of honesty, dedication, integrity, and seriousness","conducted periodical assessments as per schedule using methods such as quiz, seminars, assignments, classroom presentation, and group discussions",is fair and unbiased in the entire course evaluation process,Final_Grade,Would you pick this instructor again?
4,4,1,2,5,4,4,1,1,5,3,3.7,1
5,5,3,3,5,5,3,4,3,4,3,4.2,1
1,1,2,1,2,1,2,2,1,2,1,4.25,1
2,3,5,2,3,4,5,3,5,5,3,3.95,1
3,3,4,5,3,5,4,3,4,4,3,3.95,1
3,3,5,3,3,4,4,5,5,5,5,3.4,1
3,4,5,4,3,5,4,4,3,3,5,4.1,1
5,5,5,5,5,4,4,3,4,3,4,4.1,1
5,3,1,1,3,4,4,3,4,2,1,3.7,1
1,1,2,1,2,1,1,2,2,2,1,4.2,1
4,4,5,3,4,5,4,4,3,3,4,4.15,1
5,3,3,4,5,4,5,4,5,4,3,3.85,1
4,2,3,2,4,5,4,3,3,3,1,4.15,1
3,3,2,1,2,5,1,3,4,3,2,3.8,1
2,1,1,2,1,2,2,1,2,2,1,3.95,1
5,5,3,4,5,5,3,3,4,4,3,3.9,1
5,5,4,4,5,3,4,3,4,3,3,4.0,1
1,3,5,1,2,2,1,3,2,1,3,3.55,1
2,1,2,2,1,2,2,2,2,2,2,4.0,1
1,1,2,1,2,2,1,2,1,1,1,3.9,1
2,2,2,1,2,1,1,1,2,2,1,3.2,1
5,1,2,2,1,5,2,3,3,4,5,3.9,1
1,1,2,2,2,2,1,2,1,1,2,4.05,1
2,5,3,1,2,2,2,2,4,4,3,4.15,1
1,1,2,2,1,2,1,2,1,2,2,4.25,1
2,1,1,2,1,1,2,1,2,2,2,3.95,1
3,5,3,4,4,4,3,5,4,4,5,3.95,1
3,5,4,4,4,4,4,4,3,3,3,4.3,1
1,2,2,1,2,2,2,2,1,2,1,3.95,1
4,2,3,3,2,1,2,5,5,3,5,3.8,1
2,3,3,2,1,4,3,2,4,1,4,4.25,1
1,2,2,2,1,1,2,1,1,2,2,4.15,1
4,4,5,1,3,5,4,3,4,3,5,3.85,1
2,2,2,2,4,2,5,2,4,2,2,3.6,1
3,5,5,3,3,5,3,4,4,5,4,3.7,1
3,3,3,3,5,3,3,4,3,5,5,4.25,1
2,1,1,2,2,2,1,1,2,1,1,4.15,1
1,2,2,2,2,2,2,2,1,2,2,4.0,1
3,4,4,3,4,3,5,4,3,3,5,3.75,1
5,3,3,4,3,3,4,5,3,3,5,4.2,1
2,2,1,2,1,2,2,2,2,2,1,4.5,1
5,4,3,5,4,3,3,5,5,5,3,4.1,1
4,2,5,2,3,1,1,2,3,4,2,3.9,1
1,1,2,1,1,2,1,1,1,2,1,4.0,1
3,4,4,2,1,4,3,2,4,2,3,3.95,1
4,3,5,5,1,4,4,5,3,5,3,3.9,1
4,5,1,3,4,2,5,1,2,5,1,4.0,1
3,4,1,5,3,4,3,2,1,3,1,3.8,1
2,2,1,1,2,1,1,2,2,1,2,4.35,1
2,1,1,1,1,2,1,1,2,2,2,4.4,1
4,3,2,5,2,4,4,2,2,3,3,4.05,1
5,1,1,3,5,5,2,1,2,2,4,4.3,1
4,3,3,3,4,3,4,3,4,4,5,3.65,1
1,2,1,1,2,1,2,2,2,2,2,4.35,1
1,2,1,1,1,2,1,2,1,1,1,3.6,1
5,5,3,5,4,3,3,5,4,5,5,4.0,1
1,1,1,2,1,2,2,2,2,1,2,4.1,1
5,3,2,4,2,1,5,3,4,2,4,4.5,1
2,1,2,2,2,1,2,2,1,2,1,4.05,1
4,3,5,5,3,3,4,3,5,5,3,4.1,1
3,2,5,2,4,1,3,2,4,2,2,3.95,1
5,4,5,5,5,4,5,3,3,5,4,3.5,1
2,2,1,2,2,1,1,2,1,2,2,3.85,1
3,5,3,3,3,5,4,5,4,3,5,4.3,1
2,3,1,3,3,4,5,5,4,2,2,4.15,1
3,1,5,3,5,1,2,4,5,3,3,3.85,1
2,2,2,2,2,1,1,1,2,1,1,4.0,1
5,3,4,4,5,4,4,3,5,4,3,4.3,1
5,4,3,4,3,4,3,4,4,4,4,3.8,1
1,1,2,1,1,1,1,2,2,2,1,4.15,1
1,2,2,1,1,2,1,1,1,1,1,4.05,1
2,5,5,2,4,1,1,3,3,2,1,4.45,1
1,1,2,2,2,2,1,1,1,1,2,3.85,1
4,5,3,3,4,5,5,3,4,4,4,4.2,1
4,3,5,4,5,4,3,5,3,4,3,3.9,1
1,2,2,5,3,3,2,1,1,1,5,3.65,1
5,3,4,4,5,3,3,4,5,3,5,3.35,1
5,4,3,4,5,4,5,5,5,3,4,4.0,1
3,1,5,3,3,3,5,1,2,3,5,4.15,1
5,3,5,4,4,4,3,4,4,5,5,4.15,1
2,1,5,1,5,2,4,4,3,2,3,4.6,1
4,5,3,3,3,5,4,5,5,4,4,4.15,1
3,1,5,2,4,2,5,3,5,5,1,4.55,1
5,3,4,4,3,5,4,4,4,3,4,4.0,1
2,2,2,1,1,1,1,1,2,2,1,4.15,1
4,3,4,3,5,4,3,5,5,4,4,3.8,1
1,1,2,2,2,1,1,2,2,1,1,3.95,1
2,2,5,5,2,3,2,5,4,5,2,4.7,1
2,1,2,5,5,3,5,5,4,1,4,4.05,1
2,1,2,3,5,4,4,1,2,4,5,3.95,1
4,4,3,3,4,5,3,3,4,4,4,4.35,1
5,1,5,1,5,2,2,3,3,2,4,4.35,1
3,5,3,3,3,3,5,4,4,5,5,4.25,1
5,3,3,4,5,5,5,3,3,5,3,4.45,1
5,4,3,3,5,3,4,4,3,5,4,4.05,1
4,3,4,5,3,3,3,5,4,3,3,3.95,1
4,2,4,1,1,1,2,1,2,2,3,4.25,1
3,2,2,1,5,5,2,3,1,2,3,3.75,1
1,1,2,2,2,2,2,1,2,1,1,3.4,1
3,3,5,3,3,5,4,5,3,4,4,3.75,1
3,4,3,5,5,1,3,4,5,5,3,3.8,1
1,1,2,1,1,2,2,2,2,2,2,3.9,1
5,2,3,4,4,5,1,3,3,1,5,4.05,1
5,3,1,5,4,1,2,3,1,3,2,3.7,1
3,4,4,3,5,5,5,3,4,5,3,4.4,1
5,3,3,1,5,3,3,2,5,5,3,3.85,1
4,4,4,5,3,5,5,4,3,4,4,4.4,1
3,3,5,4,4,5,4,3,4,4,4,4.3,1
3,2,4,3,3,5,5,1,2,1,4,3.95,1
3,4,3,5,3,4,4,5,4,5,5,4.3,1
2,2,1,2,2,1,2,1,1,2,2,4.15,1
3,3,4,5,4,5,5,4,3,4,5,3.65,1
3,3,2,3,4,1,1,2,1,3,3,3.65,1
1,2,2,2,2,1,2,2,2,1,2,4.0,1
1,1,3,5,2,2,1,2,4,5,2,4.05,1
3,3,3,4,3,4,3,3,5,4,3,4.1,1
1,5,4,1,3,2,5,1,4,5,1,4.3,1
3,1,3,1,1,5,5,4,5,1,3,4.2,1
5,3,3,3,3,1,5,1,2,1,1,4.05,1
3,5,5,3,5,5,4,3,4,4,4,4.25,1
5,4,3,4,3,3,3,5,4,5,3,4.0,1
4,5,5,3,5,3,3,4,5,5,3,4.0,1
3,4,5,1,4,1,3,5,5,5,3,4.05,1
4,3,5,5,5,5,4,3,4,4,3,3.95,1
2,1,2,2,2,1,2,2,1,1,2,4.3,1
4,2,1,2,3,3,5,5,3,4,4,4.05,1
4,5,3,5,4,5,4,5,5,5,5,4.55,1
5,3,5,5,3,5,3,5,4,5,4,4.1,1
4,5,4,4,4,3,4,5,5,4,3,4.4,1
5,1,2,3,1,5,2,2,1,1,3,4.3,1
3,4,3,5,3,5,5,3,4,5,3,4.3,1
1,3,1,4,3,5,1,5,5,4,2,3.8,1
3,5,4,3,5,3,4,3,4,4,4,3.95,1
2,1,1,2,1,1,1,1,2,2,1,4.15,1
1,5,1,4,2,5,4,1,5,2,1,4.65,1
2,3,5,4,5,4,4,2,5,1,2,4.1,1
4,3,3,5,3,4,3,5,4,4,5,3.6,1
3,4,5,3,4,3,4,4,4,3,3,4.1,1
2,3,3,3,5,1,3,3,3,2,1,4.3,1
2,2,1,1,2,1,1,2,1,2,1,3.7,1
5,3,4,5,3,4,3,5,3,3,5,3.55,1
3,4,2,2,5,1,4,3,4,1,3,3.85,1
2,1,2,2,1,2,2,1,1,2,1,4.1,1
5,5,5,5,4,3,3,5,3,4,4,3.8,1
3,4,5,5,4,4,3,3,5,4,3,4.1,1
2,1,5,1,1,4,4,2,1,3,5,4.2,1
4,1,3,1,3,3,4,4,3,1,2,3.6,1
2,1,2,2,1,1,2,1,1,1,2,4.3,1
5,4,3,4,4,3,5,5,5,5,5,3.8,1
4,3,5,4,3,5,3,3,5,3,3,4.2,1
4,5,1,3,1,3,1,2,3,1,5,4.4,1
5,4,4,3,5,4,3,5,3,5,4,4.1,1
2,1,2,1,2,1,2,1,2,2,1,4.45,1
4,3,5,4,4,4,5,5,3,3,3,4.0,1
1,3,3,1,4,3,4,2,1,4,3,4.0,1
1,1,2,1,1,1,1,1,2,2,2,3.95,1
2,1,2,1,2,2,1,2,2,2,1,3.8,1
3,5,3,3,5,5,4,5,5,3,5,3.9,1
5,5,3,3,4,3,5,4,3,5,4,4.15,1
3,2,3,5,4,3,4,2,2,2,2,4.1,1
1,2,1,2,2,1,1,2,2,1,2,4.15,1
1,1,2,1,2,2,2,2,1,2,1,4.15,1
2,1,2,2,2,2,1,2,2,1,1,4.1,1
1,4,5,3,4,5,5,4,5,2,2,4.15,1
2,2,1,2,3,2,3,1,5,3,1,4.1,1
3,1,4,4,3,5,1,5,1,5,1,4.0,1
1,2,2,1,1,2,1,2,2,2,1,3.9,1
4,5,3,5,3,3,4,4,5,3,5,4.2,1
2,2,3,3,1,4,1,1,5,3,1,4.3,1
4,4,4,3,5,2,5,1,2,3,2,4.0,1
5,2,1,4,5,4,1,5,4,2,3,4.1,1
3,4,5,5,3,4,1,2,1,1,2,4.2,1
1,2,1,1,2,1,1,1,1,1,1,4.4,1
4,5,4,4,5,2,2,2,1,5,5,4.35,1
1,5,4,4,5,1,4,4,5,1,1,4.2,1
4,3,3,4,4,5,4,5,3,3,3,3.7,1
5,1,4,5,4,1,3,3,2,1,1,4.3,1
4,5,5,5,3,3,4,5,5,3,3,3.45,1
1,4,4,4,4,3,1,1,4,1,2,4.15,1
1,1,2,2,2,1,5,2,4,2,4,4.3,1
1,1,1,2,1,2,2,2,1,2,1,3.3,1
5,2,4,5,4,2,1,2,4,5,5,4.0,1
3,3,4,4,5,3,4,5,5,3,4,3.85,1
2,1,2,2,1,2,2,1,1,2,1,4.25,1
2,1,1,2,2,2,1,2,2,2,1,4.2,1
1,2,3,4,3,4,3,3,3,2,2,4.2,1
5,4,3,3,4,3,5,3,5,4,3,3.9,1
1,1,1,1,2,2,1,2,1,1,1,4.2,1
3,3,3,4,5,4,3,5,1,1,3,3.9,1
1,2,1,2,1,2,2,2,2,1,2,3.8,1
4,2,3,2,2,1,3,1,4,4,5,4.05,1
2,1,2,1,1,2,2,1,2,2,2,4.25,1
3,5,5,4,3,3,5,5,3,5,5,3.9,1
2,3,3,4,5,3,3,3,2,3,5,3.7,1
4,4,4,5,3,4,4,4,3,5,5,4.1,1
1,2,2,1,2,2,1,1,2,1,2,3.85,1
1,2,1,2,1,1,1,1,1,2,2,4.15,1
3,4,5,5,5,4,4,5,5,5,5,3.9,1
3,2,5,5,2,4,2,1,4,5,4,3.95,1
5,3,4,4,4,4,4,3,4,4,4,3.9,1
5,3,4,3,3,3,3,5,4,4,5,4.2,1
3,5,2,1,4,5,2,1,4,1,3,3.95,1
5,4,3,3,4,3,4,3,3,5,4,3.65,1
2,2,1,2,2,1,1,2,1,1,1,4.25,1
3,5,4,3,3,3,4,3,3,5,4,3.45,1
3,3,4,4,5,4,4,3,5,3,5,3.75,1
3,4,3,4,3,5,4,4,5,4,3,3.7,1
5,4,5,3,3,4,5,4,4,4,4,4.2,1
2,1,1,1,5,1,4,3,1,4,3,3.9,1
2,1,1,2,1,1,2,2,2,1,2,4.1,1
5,3,5,4,5,3,3,5,4,3,4,4.0,1
5,5,5,4,3,4,5,5,5,5,4,4.1,1
3,5,5,3,3,3,3,4,4,5,5,4.1,1
3,4,5,3,4,5,3,4,4,4,5,3.85,1
5,3,5,5,4,5,3,3,3,5,3,3.95,1
2,2,3,4,2,4,3,3,2,2,4,4.65,1
1,1,2,1,1,2,2,2,2,1,2,4.2,1
3,5,3,4,5,4,5,5,3,3,3,3.75,1
4,4,5,5,3,5,3,5,4,4,5,3.7,1
3,4,5,3,3,3,3,3,4,3,4,4.05,1
3,3,5,5,5,5,4,5,5,5,5,4.15,1
4,1,5,1,5,1,4,3,1,3,5,3.9,1
3,3,1,3,5,4,3,5,1,2,5,4.35,1
5,4,4,3,3,4,3,5,4,5,3,3.55,1
3,1,5,5,2,5,5,1,5,2,5,3.55,1
1,5,3,3,4,4,2,4,3,1,2,4.05,1
5,5,4,3,3,5,4,4,3,4,4,4.1,1
1,1,2,1,1,1,2,2,2,1,1,3.8,1
4,3,5,4,3,4,5,3,5,4,5,3.75,1
5,4,3,5,3,3,5,5,3,5,3,3.7,1
2,2,2,2,2,2,2,1,1,2,1,4.35,1
1,1,1,1,2,2,2,1,1,1,1,3.9,1
1,1,1,1,2,1,1,1,1,1,2,4.2,1
2,3,5,2,1,4,5,3,4,4,2,3.55,1
1,1,1,2,1,2,1,2,2,1,2,4.15,1
5,2,5,2,3,4,2,5,2,5,4,3.8,1
1,2,1,2,1,1,2,2,1,2,2,3.5,1
4,3,5,1,1,3,5,4,4,1,1,4.0,1
3,4,5,3,1,3,3,3,5,5,5,3.8,1
2,1,4,3,1,1,5,5,2,5,1,4.45,1
1,1,2,1,1,1,1,1,1,2,1,4.05,1
1,2,2,2,1,1,1,2,1,1,1,3.75,1
3,5,3,5,3,3,4,4,4,5,5,4.0,1
3,4,3,3,4,3,3,5,5,4,4,4.45,1
2,5,3,1,5,2,4,3,4,4,4,4.05,1
3,4,3,5,3,3,3,4,5,5,3,4.65,1
5,3,3,5,4,3,3,3,3,5,3,3.75,1
1,2,5,1,4,3,3,1,5,5,1,4.0,1
5,5,5,3,2,3,1,3,4,4,3,4.4,1
5,3,5,5,5,4,4,5,5,3,3,4.15,1
3,5,5,3,4,4,4,4,3,5,3,3.85,1
4,4,5,5,5,4,4,5,3,5,5,4.4,1
4,3,2,3,1,1,4,4,2,2,3,3.85,1
2,5,3,5,4,2,5,4,3,3,5,4.05,1
4,3,3,4,3,4,5,3,3,3,5,3.7,1
3,4,5,4,5,3,3,3,4,3,5,3.55,1
2,2,1,2,2,2,1,2,1,1,1,3.75,1
5,4,5,5,3,5,3,3,4,3,5,3.7,1
5,2,1,1,4,2,1,2,4,1,1,3.6,1
2,4,1,3,4,3,5,5,4,5,3,3.8,1
3,4,5,2,5,2,1,2,4,5,2,3.65,1
3,5,5,4,3,5,4,4,3,5,3,3.85,1
5,5,3,5,5,4,1,2,3,2,4,4.0,1
4,3,3,4,5,2,4,5,4,5,4,4.4,1
1,3,4,2,2,3,5,5,3,1,5,3.8,1
1,1,3,3,1,1,5,2,1,1,5,4.55,1
4,3,3,3,5,3,5,3,3,3,3,4.2,1
5,4,5,3,2,5,5,1,5,4,2,3.7,1
5,3,4,3,5,4,5,3,5,3,3,4.25,1
3,4,3,4,5,4,5,4,3,5,3,4.1,1
3,3,4,1,1,4,4,4,1,4,1,3.75,1
1,2,2,3,3,4,5,4,3,1,3,4.2,1
5,3,3,4,4,5,3,3,3,3,5,3.95,1
3,4,2,1,5,5,2,4,1,5,2,3.9,1
4,1,5,4,4,4,4,3,5,4,3,4.45,1
1,1,1,2,2,1,1,2,2,1,2,3.65,1
3,3,2,3,3,4,2,2,4,5,5,4.15,1
5,3,3,3,4,4,4,5,3,4,4,3.85,1
1,2,1,2,1,1,1,2,1,1,1,4.05,1
2,3,1,4,1,5,2,4,1,1,2,3.85,1
2,1,1,4,2,3,5,3,5,2,4,3.85,1
1,1,1,1,2,2,1,1,2,1,1,4.0,1
1,1,2,1,2,1,1,1,2,1,1,3.85,1
5,4,4,3,5,4,5,5,3,5,3,3.95,1
2,1,2,1,1,1,2,2,1,1,2,3.9,1
4,3,5,3,4,3,4,5,5,3,3,4.05,1
4,3,3,5,5,1,4,2,5,4,2,4.4,1
1,1,2,2,1,1,1,2,2,2,2,3.8,1
5,3,3,4,4,4,4,3,4,3,4,4.35,1
4,4,4,4,5,3,4,5,5,3,4,4.15,1
5,5,3,4,5,5,3,3,3,3,3,4.25,1
2,1,2,4,1,5,3,4,1,5,3,4.35,1
2,1,2,1,2,1,1,1,2,1,2,4.3,1
3,5,3,5,2,3,5,5,1,2,5,4.2,1
4,5,4,4,2,2,4,4,3,2,1,4.45,1
3,4,4,5,5,4,5,5,3,5,5,3.65,1
2,1,2,1,1,2,1,2,1,2,2,4.05,1
4,3,5,3,5,4,4,4,3,3,4,3.95,1
3,4,4,3,1,3,3,5,1,4,2,3.75,1
1,5,5,1,4,2,3,2,4,3,2,4.25,1
2,2,1,2,2,2,1,1,2,2,1,3.4,1
4,1,5,4,3,1,2,4,2,3,3,4.2,1
1,2,2,1,1,1,2,1,2,2,2,3.75,1
1,4,5,1,1,4,2,4,1,5,2,3.65,1
3,3,5,3,3,5,4,4,3,3,3,3.9,1
4,3,4,3,5,4,5,4,5,4,4,4.35,1
5,4,2,5,2,5,5,2,1,3,1,3.5,1
3,4,3,3,3,4,3,3,4,3,3,4.15,1
3,4,3,3,4,5,4,3,5,4,4,3.9,1
1,2,2,1,2,1,1,1,1,1,1,3.85,1
2,2,1,1,2,2,1,2,1,2,1,4.1,1
3,3,5,3,5,3,4,3,4,3,5,3.85,1
1,2,1,1,1,1,2,1,2,1,1,3.85,1
4,3,3,5,1,3,4,5,4,3,5,4.0,1
1,1,2,2,2,1,1,2,2,2,1,3.9,1
1,1,1,2,2,2,2,1,1,1,1,4.15,1
2,2,2,2,1,1,2,1,1,2,1,4.15,1
1,5,4,4,4,3,1,5,5,3,5,4.0,1
1,1,1,2,1,1,1,1,2,2,1,4.2,1
3,2,5,3,5,1,2,4,1,4,3,4.15,1
5,2,2,3,4,4,5,2,5,4,5,4.15,1
3,4,5,4,5,5,4,5,4,4,5,3.65,1
5,3,5,4,1,3,1,4,4,2,3,4.2,1
1,4,3,4,3,3,3,3,1,5,5,4.1,1
2,4,5,4,4,2,4,5,1,1,5,4.05,1
3,5,1,1,5,2,4,3,3,1,5,4.6,1
2,1,1,2,1,1,1,2,2,1,1,4.15,1
4,2,2,5,1,2,2,4,5,1,4,4.25,1
2,1,1,1,1,1,1,2,2,2,1,3.65,1
4,3,2,2,3,1,5,5,1,2,1,3.75,1
3,2,1,1,1,2,5,2,1,1,4,4.3,1
2,1,2,2,1,1,2,1,2,2,1,4.4,1
2,2,2,5,4,2,5,2,3,4,4,4.05,1
1,2,2,2,2,1,2,1,1,2,1,4.15,1
1,2,2,1,1,1,2,2,1,2,2,3.6,1
5,3,5,4,3,4,3,5,4,4,5,3.85,1
5,2,2,3,4,4,2,4,5,5,1,3.8,1
1,3,5,1,5,1,5,3,3,1,3,4.25,1
5,3,5,3,5,3,4,5,2,1,2,3.9,1
1,1,5,1,5,5,5,1,3,1,1,4.25,1
3,3,4,4,4,5,5,4,3,3,4,3.9,1
1,1,1,2,1,1,1,1,2,2,1,4.25,1
4,5,5,4,4,5,4,4,4,3,4,4.15,1
4,4,4,5,3,5,3,5,5,3,4,3.45,1
5,3,4,5,5,4,4,4,4,3,3,3.75,1
4,5,3,3,5,3,5,4,4,4,5,3.6,1
4,3,4,5,2,4,4,3,4,3,2,4.35,1
2,4,3,2,1,4,4,3,5,1,1,3.9,1
3,3,5,4,5,5,5,4,3,5,3,4.0,1
2,1,1,1,2,1,2,2,2,1,2,4.25,1
4,4,4,5,4,3,5,3,5,5,3,4.05,1
4,4,5,4,3,5,5,3,4,3,5,4.35,1
3,1,4,5,3,3,3,1,4,5,1,3.95,1
1,4,3,1,1,4,3,4,4,3,4,4.2,1
4,3,1,2,5,2,2,3,1,5,2,4.25,1
1,4,4,3,1,2,3,2,1,2,2,3.9,1
1,1,2,2,2,1,1,2,2,1,2,3.65,1
1,1,2,1,1,2,2,1,2,1,1,4.2,1
1,2,2,2,1,1,1,1,2,2,2,4.25,1
4,2,3,1,2,2,5,2,3,1,1,4.05,1
1,4,2,5,2,1,1,4,3,1,4,4.0,1
1,1,1,1,2,1,1,2,1,2,1,4.05,1
5,4,5,4,3,4,4,2,3,3,1,4.0,1
5,1,4,4,2,1,1,5,4,4,1,4.25,1
3,3,2,2,5,3,4,4,4,1,1,3.7,1
4,4,5,2,2,4,3,3,1,3,2,3.5,1
3,2,5,5,1,1,4,2,5,1,3,3.9,1
2,2,1,1,2,1,1,2,1,2,1,4.0,1
3,5,5,5,5,5,3,3,5,3,5,3.8,1
2,1,2,2,2,2,2,1,1,2,2,3.75,1
2,1,1,2,2,1,1,2,1,1,2,3.9,1
5,4,5,4,5,4,5,3,4,4,4,3.95,1
3,3,5,3,5,5,5,3,3,4,5,4.05,1
3,5,3,5,5,4,5,4,5,4,3,3.95,1
2,2,1,2,2,2,1,2,2,2,2,4.15,1
1,2,2,2,1,1,2,1,2,1,2,4.2,1
2,2,1,1,1,1,2,1,2,2,1,3.65,1
5,3,5,2,2,3,2,1,4,4,2,3.5,1
5,3,3,5,5,4,3,4,4,5,5,4.0,1
5,5,3,4,5,5,4,4,5,3,4,4.35,1
2,1,2,4,5,3,1,2,5,3,2,4.75,1
4,5,2,2,3,1,2,5,5,2,2,3.55,1
2,2,4,2,2,4,2,4,4,1,1,3.85,1
2,5,5,4,5,4,2,5,3,5,1,3.75,1
1,1,2,2,2,1,1,1,1,1,2,3.9,1
4,4,3,4,5,4,3,5,4,4,4,3.8,1
5,4,4,4,3,4,3,3,4,5,4,3.75,1
4,3,2,2,5,2,2,2,3,1,4,4.1,1
2,2,1,1,2,1,2,2,2,1,1,3.75,1
1,1,1,1,2,1,1,1,1,1,1,3.8,1
3,5,3,5,4,4,4,4,3,3,3,3.65,1
1,3,4,4,2,4,2,4,2,2,5,3.7,1
2,3,5,2,1,5,2,1,3,3,4,3.45,1
5,4,5,4,4,3,5,4,5,5,4,3.6,1
3,4,1,3,1,1,3,3,4,1,3,4.0,1
2,1,2,1,2,1,2,2,1,1,1,3.75,1
4,5,3,3,5,5,3,4,4,4,5,3.8,1
1,1,2,2,2,2,2,1,2,1,2,4.0,1
1,1,1,2,2,1,1,1,1,1,2,4.4,1
2,1,2,2,3,4,4,3,3,2,1,3.9,1
2,1,1,2,1,2,2,2,2,1,1,3.65,1
4,3,5,4,5,3,4,5,4,5,4,3.45,1
4,4,4,4,3,5,3,4,4,5,3,4.05,1
3,3,4,4,5,4,5,3,4,4,4,4.05,1
4,1,5,5,1,4,1,5,1,1,4,4.3,1
3,1,1,3,2,1,5,1,2,2,1,4.3,1
3,2,5,4,1,4,1,1,4,3,1,3.6,1
4,5,1,1,4,4,1,4,2,1,3,3.95,1
4,2,5,2,1,3,1,2,4,1,4,4.05,1
1,2,5,3,2,3,1,4,1,3,2,3.5,1
4,5,5,3,4,4,4,5,4,3,4,4.05,1
2,2,1,2,2,1,1,2,1,2,1,4.35,1
5,1,1,3,5,1,5,4,5,5,1,4.1,1
1,1,2,2,2,1,1,1,1,1,1,4.15,1
5,4,5,3,4,4,5,5,3,3,5,3.4,1
2,1,1,2,1,1,1,2,1,2,2,3.55,1
2,1,5,3,5,1,2,3,1,3,3,4.05,1
1,2,1,2,2,2,2,2,2,2,2,3.95,1
2,3,4,1,3,5,5,1,1,4,1,4.35,1
1,1,2,1,1,2,2,1,2,2,2,3.4,1
3,3,4,4,5,3,3,4,3,5,5,3.85,1
1,1,1,2,1,1,1,1,2,2,1,3.9,1
3,3,3,4,4,4,3,3,5,4,4,4.6,1
5,5,4,3,5,4,3,5,5,4,5,4.3,1
2,5,3,3,1,3,1,5,1,5,2,3.55,1
1,2,2,1,1,2,1,1,2,2,2,4.45,1
2,1,1,3,4,1,5,4,4,3,4,4.2,1
5,4,5,4,1,5,1,2,5,3,3,4.05,1
3,5,5,5,5,3,3,3,5,5,5,3.75,1
3,1,4,2,2,3,4,2,1,5,3,3.5,1
4,4,5,4,4,5,5,4,5,4,5,4.4,1
4,3,4,5,3,5,4,4,3,5,5,3.75,1
1,2,5,2,1,5,5,4,5,5,4,4.1,1
2,1,1,1,2,1,1,2,1,1,1,3.65,1
2,2,2,1,1,2,1,2,2,1,2,4.5,1
1,1,2,1,2,1,2,1,2,2,2,4.25,1
2,2,1,2,5,4,1,3,2,2,3,3.6,1
1,1,2,2,1,1,1,1,2,1,1,3.9,1
4,3,3,2,5,2,1,4,2,4,2,4.15,1
1,4,1,1,1,2,5,4,2,5,1,3.9,1
2,3,5,2,4,3,1,2,4,5,4,4.05,1
5,3,4,5,4,5,3,3,3,3,5,3.85,1
4,1,5,4,3,5,5,1,3,2,1,3.6,1
3,3,2,3,2,1,1,2,5,4,5,3.65,1
2,5,4,3,4,4,2,3,4,3,2,3.8,1
4,3,3,5,3,2,3,4,3,3,2,3.85,1
5,2,2,5,3,4,3,4,3,3,1,3.9,1
2,3,2,5,5,5,2,3,3,2,1,3.9,1
4,2,5,2,5,2,2,2,1,5,4,3.9,1
1,3,1,2,1,3,2,4,1,5,2,4.2,1
2,2,1,1,2,2,1,2,2,1,2,4.15,1
5,5,5,5,5,3,4,3,3,4,4,4.0,1
2,2,2,2,2,1,1,2,2,1,2,4.15,1
2,2,1,1,1,1,1,2,1,2,1,4.35,1
4,3,3,3,3,5,5,3,5,4,4,3.85,1
1,1,2,2,1,1,2,2,2,1,2,3.65,1
3,5,5,3,1,4,5,3,5,1,1,4.2,1
5,4,3,5,3,3,4,5,5,3,3,3.5,1
2,1,2,2,1,1,2,2,2,1,1,4.0,1
1,2,2,2,1,1,2,1,2,1,2,3.9,1
1,1,1,2,2,2,2,2,1,2,2,4.1,1
5,1,2,5,3,5,5,3,2,5,3,3.95,1
3,5,4,5,3,4,5,5,4,4,4,4.0,1
4,1,2,1,4,5,4,3,5,1,2,4.35,1
5,1,3,5,2,2,5,3,1,1,1,3.75,1
2,1,1,1,1,1,2,2,2,1,2,3.5,1
2,2,1,1,2,2,2,2,2,2,2,4.4,1
1,2,2,2,1,1,2,1,1,1,2,3.95,1
3,5,4,5,5,3,3,5,4,5,3,4.45,1
5,2,4,4,1,5,4,1,4,3,1,3.8,1
5,2,2,5,4,3,5,3,5,4,4,3.85,1
2,2,1,1,2,2,1,1,1,2,1,3.7,1
5,3,3,1,5,4,3,3,3,3,2,4.45,1
4,1,5,3,4,2,2,3,3,4,5,4.5,1
2,4,1,3,4,3,3,3,4,5,1,4.45,1
4,5,4,4,5,3,5,3,4,5,3,4.1,1
2,2,1,1,1,1,1,2,1,2,2,4.25,1
2,2,2,2,2,2,2,2,1,2,2,4.1,1
2,1,2,1,1,2,2,2,1,1,1,4.1,1
5,2,2,4,3,4,4,5,5,5,5,3.9,1
4,4,5,3,1,5,2,4,4,5,4,4.4,1
4,5,3,5,4,3,3,3,4,4,5,4.15,1
4,5,5,5,4,3,3,3,3,4,5,3.6,1
4,3,2,5,3,4,2,2,1,1,4,3.75,1
1,2,2,1,1,1,2,2,2,2,1,3.7,1
1,1,2,1,1,1,1,1,1,2,2,3.6,1
4,1,3,4,3,3,4,2,4,1,4,4.05,1
